AddressID,StreetAddress,City,State,Zip
103819,7128 SW Madrona Leaf Walk,Houston,"Texas, TX",77221
103820,16316 West Cobblestone Beach Pass,Covington,"Louisiana, LA",70435
103821,30169 SE Lakeridge Lake Walk,Montello,"Wisconsin, WI",53949
103822,4605 SW Monoceros Terrace Pass,Port Arthur,"Texas, TX",77642
103823,25126 W Chinook Leaf Arterial,Indianapolis,"Indiana, IN",46229
103824,29893 SW Franklin Hill Decline,Nada,"Texas, TX",77460
103825,17825 SE Allamanda Lake Loop,Canisteo,"New York, NY",14823
103826,12578 NW Missouri Hill Hwy,Lafayette,"Louisiana, LA",70500
103827,24370 S Mulberry Hill Drive,Monument Beach,"Massachusetts, MA",2553
103828,13755 East Summit Island Decline,Minot,"North Dakota, ND",58703
103829,4311 SW Ballard Park Alley,Wheaton,"Illinois, IL",60189
103830,32358 South Franklin Hill Trail,Moorland,"Iowa, IA",50566
103831,34486 NE Arch Valley Hillclimb,Stafford,"Ohio, OH",43786
103832,2394 E Columbia Island Boulevard,Palmdale,"California, CA",93599
103833,34621 S Lindsay Valley Route,Harrisonburg,"Virginia, VA",22803
103834,24430 South Cross Beach Hillclimb,Bernville,"Pennsylvania, PA",19506
103835,27242 North Martin Heights Lane,Flushing,"Ohio, OH",43977
103836,21250 East Redwood Lake Pass,Fords Branch,"Kentucky, KY",41526
103837,10348 SW Lindsay View Drive,Brandon,"Vermont, VT",5733
103838,29532 E Fornacis Terrace Arterial,Greenville,"Kentucky, KY",42345
103839,12366 South Riverside Bay Sloop,Englewood,"Ohio, OH",45322
103840,12315 E Montlake Valley Post,Caledonia,"Missouri, MO",63631
103841,28412 S Cross Bay Lane,Cleveland,"Ohio, OH",44118
103842,22484 W Illinois Lake Sloop,Saint Francisville,"Louisiana, LA",70775
103843,11308 NE Idaho Ridge Post,Vega,"Texas, TX",79092
103844,18238 N Sugar Heights Post,West Oneonta,"New York, NY",13861
103845,21922 NW Smith Point Hillclimb,Hedrick,"Iowa, IA",52563
103846,17572 South Polk Valley Boulevard,Jonesboro,"Maine, ME",4648
103847,14995 E Catherine Valley Place,Sierraville,"California, CA",96126
103848,10644 NE Adenium Hill Avenue,Glade Hill,"Virginia, VA",24092
103849,9464 E Queen Anne Bay Way,Roland,"Oklahoma, OK",74954
103850,3144 W Maine Hill Place,Sandusky,"New York, NY",14133
103851,10269 East Angraecum Ridge Decline,Warner,"New Hampshire, NH",3278
103852,119 SE Yesler Bay Court,Gainesville,"Virginia, VA",20156
103853,2002 W Eisenhower Leaf Pass,Bethel,"Ohio, OH",45106
103854,9062 East Prefontaine Park Hillclimb,Gibson City,"Illinois, IL",60936
103855,1072 NE Montana Park Blvd,Pinellas Park,"Florida, FL",33781
103856,8298 East Arkansas Valley Way,Orange,"New Jersey, NJ",7051
103857,673 N Mill Bay Walk,Newark,"New Jersey, NJ",7103
103858,24908 South Edmond Terrace Hwy,Tomkins Cove,"New York, NY",10986
103859,373 North Maple Terrace Place,Linden,"North Carolina, NC",28356
103860,25250 SE Lamb's Foot Hill Highway,Canton,"Ohio, OH",44799
103861,28456 North Anthurium Park Post,Cincinnati,"Ohio, OH",45221
103862,27957 South Hamilton Point Alley,Duluth,"Minnesota, MN",55810
103863,7141 NW Chestnut Ridge Loop,Hutchinson,"Kansas, KS",67501
103864,10910 SE Belmont View Hillclimb,Miami,"Florida, FL",33133
103865,31943 E Central Bay Avenue,Spillville,"Iowa, IA",52168
103866,12847 South Araucaria Park Arterial,Hollins,"Alabama, AL",35082
103867,3221 North Amherst Valley Drive,Mystic,"Georgia, GA",31769
103868,25635 N Heather Island Place,Neffs,"Ohio, OH",43940
103869,26879 N Ivy Point Boulevard,Rouseville,"Pennsylvania, PA",16344
103870,6777 SE New York Bay Trail,Antigo,"Wisconsin, WI",54409
103871,27307 NW Magnolia Lake Sloop,Shinhopple,"New York, NY",13837
103872,24101 S Heritage Bay Lane,Newberry,"Indiana, IN",47449
103873,23500 East Loyal Valley Stop,Greenport,"New York, NY",11944
103874,7457 S Florida Valley Route,Rosine,"Kentucky, KY",42370
103875,2171 West Johnson Beach Loop,Seneca,"Pennsylvania, PA",16346
103876,18029 N Berkshire Island Avenue,Terlingua,"Texas, TX",79852
103877,14094 West Gerry Hill Post,Akron,"Ohio, OH",44372
103878,1637 S Adiantum Hill Alley,Saint Louis,"Missouri, MO",63126
103879,9871 E Kane Point Stop,Wheat Ridge,"Colorado, CO",80034
103880,21565 W Tucana Hill Alley,Knoxville,"Tennessee, TN",37938
103881,3651 E Gatewood Valley Way,Longleaf,"Louisiana, LA",71448
103882,8150 E Creek Point Route,Fishing Creek,"Maryland, MD",21634
103883,23002 SE Gosford Wattle View Hillclimb,Saint Libory,"Illinois, IL",62282
103884,16409 NW Kansas Bay Loop,Columbus,"Mississippi, MS",39704
103885,8199 North Marion Point Court,Hazel Crest,"Illinois, IL",60429
103886,2693 South Laurel Island Court,Eden,"Vermont, VT",5652
103887,22901 East York Leaf Loop,Mannsville,"New York, NY",13661
103888,1796 S West Virginia Lake Place,Fryeburg,"Maine, ME",4037
103889,5013 W West Virginia Hill Stop,Wellington,"Kentucky, KY",40387
103890,7014 SE Hansee Bay Drive,Italy,"Texas, TX",76651
103891,13683 SW Abelia Beach Loop,Reamstown,"Pennsylvania, PA",17567
103892,32655 North Ardisia Hill Hwy,Cape Coral,"Florida, FL",33915
103893,8690 NE Bank View Blvd,Greenbelt,"Maryland, MD",20771
103894,10108 E Alaska Terrace Drive,Woodruff,"South Carolina, SC",29388
103895,11009 East Canterbury Hill Stop,Peoria,"Illinois, IL",61614
103896,30359 S Juneberry Hill Court,Birmingham,"Alabama, AL",35228
103897,23275 South Clay Lake Arterial,Fort Gibson,"Oklahoma, OK",74434
103898,5295 NE Linda Terrace Blvd,Rowley,"Massachusetts, MA",1969
103899,23264 SW Suzzallo Lake Loop,Kilkenny,"Minnesota, MN",56052
103900,122 East Linden Terrace Court,Lincoln,"Nebraska, NE",68506
103901,13335 South Devonshire Leaf Drive,Wilmont,"Minnesota, MN",56185
103902,3521 NE Odegaard Ridge Route,Denver,"New York, NY",12421
103903,26171 South Church Lake Blvd,Baltimore,"Maryland, MD",21202
103904,6518 West Northgate View Circle,Conway,"Pennsylvania, PA",15027
103905,4467 SE Savery Island Arterial,Slidell,"Texas, TX",76267
103906,21530 NE Country Heights Trail,Murdock,"Illinois, IL",61941
103907,26829 E Center Lake Pass,Science Hill,"Kentucky, KY",42553
103908,25577 SE Ulysses Terrace Alley,Pittsford,"Michigan, MI",49271
103909,9399 NW Eastlake Leaf Court,Ballentine,"South Carolina, SC",29002
103910,21630 S Fillmore Leaf Trail,Bellwood,"Pennsylvania, PA",16617
103911,4904 SE Blackberry Ridge Boulevard,Pendleton,"Indiana, IN",46064
103912,5385 SW John Lake Walk,South Jamesport,"New York, NY",11970
103913,3867 North Marion Leaf Route,Springville,"Pennsylvania, PA",18844
103914,8255 West Garfield Park Circle,Zoe,"Kentucky, KY",41397
103915,8070 NW Lexington Bay Hwy,Romulus,"New York, NY",14541
103916,18923 E Heritage Lake Arterial,Maple Plain,"Minnesota, MN",55574
103917,25388 East Arrow Beach Hillclimb,Lyme,"New Hampshire, NH",3768
103918,9615 NE Agapanthus Terrace Place,Monroe,"Wisconsin, WI",53566
103919,21411 NW Willow Leaf Blvd,Indianapolis,"Indiana, IN",46214
103920,16274 South Market Terrace Blvd,Laurens,"South Carolina, SC",29360
103921,28903 East Hickory Leaf Court,High Point,"North Carolina, NC",27261
103922,4370 North Louisiana Island Hillclimb,Hammond,"Louisiana, LA",70401
103923,13526 S High Ridge Post,Kulpsville,"Pennsylvania, PA",19443
103924,29691 W Haller Heights Boulevard,Fair Lawn,"New Jersey, NJ",7410
103925,29384 NW Lantern Point Post,Wauchula,"Florida, FL",33873
103926,15276 E Cheney Island Trail,Honey Creek,"Wisconsin, WI",53138
103927,6849 South Capella Lake Court,Saint Francis,"Minnesota, MN",55070
103928,34403 NE Arthur Terrace Circle,Dundee,"Florida, FL",33838
103929,19965 East Meany Heights Post,Madison,"South Dakota, SD",57042
103930,28027 N Dragon Bay Avenue,Rockford,"Illinois, IL",61101
103931,562 North Wheeler Terrace Place,Muncy,"Pennsylvania, PA",17756
103932,4348 SE Fawn Point Way,Apache Junction,"Arizona, AZ",85217
103933,1256 W Lucida Island Hillclimb,Snow Hill,"Maryland, MD",21863
103934,27773 W Ulysses Point Walk,Mount Vernon,"New York, NY",10552
103935,20958 North Amherst Heights Place,Seffner,"Florida, FL",33584
103936,27107 South Hudson Heights Court,Roanoke,"Virginia, VA",24009
103937,11309 North Clark Leaf Loop,Centerbrook,"Connecticut, CT",6409
103938,4012 East Draper Park Lane,Serena,"Illinois, IL",60549
103939,7916 S Flamingo Point Trail,Grantham,"Pennsylvania, PA",17027
103940,28440 S Dempsey Beach Decline,Morgantown,"West Virginia, WV",26501
103941,20840 SE Weeping Birch Valley Boulevard,Lumpkin,"Georgia, GA",31815
103942,19608 SE Adiantum Valley Avenue,Mount Pleasant,"South Carolina, SC",29465
103943,11237 NE Magnolia Lake Place,Worcester,"Massachusetts, MA",1606
103944,33848 NE Garret Lake Hillclimb,Mundelein,"Illinois, IL",60060
103945,30416 E Jones Leaf Drive,Swanton,"Nebraska, NE",68445
103946,4084 West Dragon Island Blvd,Punta Gorda,"Florida, FL",33950
103947,24445 NE Dogwood Valley Route,Houtzdale,"Pennsylvania, PA",16651
103948,22148 NE Arkansas Beach Circle,Oakland,"California, CA",94604
103949,8468 W James Lake Boulevard,Albany,"New York, NY",12240
103950,4089 West Westminster View Boulevard,Pinto,"Maryland, MD",21556
103951,19680 West Maidenhair Island Trail,Houston,"Texas, TX",77241
103952,25194 W Old York Park Circle,Dunbar,"Pennsylvania, PA",15431
103953,17805 NE Windmill Park Boulevard,Nichols,"South Carolina, SC",29581
103954,19991 South Monroe Island Lane,Boise,"Idaho, ID",83708
103955,24678 North Olive View Pass,Loves Park,"Illinois, IL",61130
103956,10723 E Wall Beach Stop,Pungoteague,"Virginia, VA",23422
103957,17097 W Pinehurst Leaf Trail,Icard,"North Carolina, NC",28666
103958,2603 SW Cambridge Park Alley,Willow Creek,"California, CA",95573
103959,24393 East Gereera Lake Court,Kimball,"South Dakota, SD",57355
103960,16300 NE Utah Lake Loop,Lake Charles,"Louisiana, LA",70601
103961,33684 SW Orchid Lake Way,Fairfield,"California, CA",94534
103962,3201 NE Taurus Heights Court,Venice,"California, CA",90291
103963,24999 S Center Point Place,Coldwater,"Mississippi, MS",38618
103964,20911 East Colorado View Hillclimb,Franklin,"Idaho, ID",83237
103965,1587 South Pheasant Run Lake Court,Waynesville,"Illinois, IL",61778
103966,20264 North Circle Beach Hillclimb,Lacota,"Michigan, MI",49063
103967,5045 E Hilltop Hill Lane,Fairbanks,"Alaska, AK",99701
103968,19864 West Savery Point Avenue,Gainesville,"Florida, FL",32604
103969,23768 N Cherry Heights Post,Fort Worth,"Texas, TX",76103
103970,16343 NE Meridian Beach Court,Leechburg,"Pennsylvania, PA",15656
103971,8459 SE Martin Ridge Court,Manning,"North Dakota, ND",58642
103972,1745 SE Eagle Point Avenue,West Burke,"Vermont, VT",5871
103973,14929 NW Taylor Beach Trail,Gowrie,"Iowa, IA",50543
103974,32011 East Allamanda Island Sloop,Happy,"Kentucky, KY",41746
103975,2266 SW Colonial Ridge Avenue,Westport Point,"Massachusetts, MA",2791
103976,23716 South Penny Hedge Ridge Drive,Battleboro,"North Carolina, NC",27809
103977,15689 E Morris View Blvd,Monrovia,"Maryland, MD",21770
103978,16887 East Louisiana Lake Avenue,Barre,"Massachusetts, MA",1005
103979,16889 W Brigalow Park Court,Reston,"Virginia, VA",20190
103980,21148 SW Ardisia Leaf Drive,Phoenix,"Arizona, AZ",85071
103981,21687 W Edmond Leaf Arterial,Coalgood,"Kentucky, KY",40818
103982,10369 South Depot Island Place,Stacyville,"Iowa, IA",50476
103983,19972 NE Loyal Beach Stop,Chillicothe,"Illinois, IL",61523
103984,29223 S Idaho Bay Highway,Payson,"Arizona, AZ",85547
103985,12557 E Kurtwood Hill Post,Roxana,"Kentucky, KY",41848
103986,26351 SW Aries Island Hwy,Kent,"Pennsylvania, PA",15752
103987,14463 N Millard Beach Hillclimb,Hot Springs Village,"Arkansas, AR",71909
103988,19627 West Montana Heights Route,Saint Johnsbury,"Vermont, VT",5819
103989,28248 SW Holly Heights Blvd,Andover,"Illinois, IL",61233
103990,3196 West Agapanthus Lake Post,Smyrna,"North Carolina, NC",28579
103991,25571 W College Ridge Arterial,Jacksonville,"Florida, FL",32215
103992,1785 NE Lincoln Hill Blvd,Fruitland,"Utah, UT",84027
103993,10623 N Hawaii Park Post,Hibbing,"Minnesota, MN",55746
103994,19686 South Martin View Court,Hildale,"Utah, UT",84784
103995,2207 E Madison Beach Sloop,Moravia,"New York, NY",13118
103996,22580 NW Loyal Hill Route,Joliet,"Montana, MT",59041
103997,22558 West Cherry Lake Lane,Cincinnati,"Ohio, OH",45213
103998,26974 South Church Ridge Highway,Lakewood,"Illinois, IL",62438
103999,21347 N Indiana View Hillclimb,Ringwood,"Illinois, IL",60072
104000,13455 S Penny Hedge Valley Avenue,Burdick,"Kansas, KS",66838
104001,19834 N Puget Ridge Loop,Goodrich,"Michigan, MI",48438
104002,18885 SE Ann Bay Avenue,Aripeka,"Florida, FL",34679
104003,19365 W Tucana Beach Hwy,Nemaha,"Nebraska, NE",68414
104004,13996 North Kane Bay Decline,Oakhurst,"New Jersey, NJ",7755
104005,9669 South Locust Point Route,Tremont,"Illinois, IL",61568
104006,396 NW Dragon Ridge Way,Hagerstown,"Maryland, MD",21746
104007,22531 West Circle Island Lane,Tulsa,"Oklahoma, OK",74153
104008,676 S Cascade View Post,Combs,"Kentucky, KY",41729
104009,29051 NE Hamlin Hill Place,Saint Marys,"Iowa, IA",50241
104010,14355 NW Loyal Island Lane,West Columbia,"West Virginia, WV",25287
104011,7839 N Orchid Terrace Route,Braselton,"Georgia, GA",30517
104012,19454 S Aspidistra Beach Place,Skidmore,"Texas, TX",78389
104013,835 NW Buttonwood Valley Decline,Prairie,"Mississippi, MS",39756
104014,2291 South Mechanic Heights Sloop,New Haven,"Indiana, IN",46774
104015,28710 South Arlington Bay Place,Wendell,"Massachusetts, MA",1379
104016,2002 North Latona Terrace Decline,Livingston,"Wisconsin, WI",53554
104017,9585 E Berkshire Bay Court,Waterford,"Maine, ME",4088
104018,12133 SW Fig Ridge Avenue,Corpus Christi,"Texas, TX",78417
104019,17256 West Ann Terrace Lane,New Haven,"Connecticut, CT",6533
104020,11072 East Garden Park Loop,Kellyville,"Oklahoma, OK",74039
104021,9471 West Hillside Beach Boulevard,Maben,"West Virginia, WV",25870
104022,12008 NW Amorphophallus Hill Highway,Battle Creek,"Michigan, MI",49015
104023,27518 NW Martha Berry Lake Walk,Capistrano Beach,"California, CA",92624
104024,17247 N Blackberry Leaf Highway,Granby,"Colorado, CO",80446
104025,23235 NE Flamsteed Point Sloop,Sleepy Eye,"Minnesota, MN",56085
104026,9350 SE Hillcrest Terrace Hwy,Shingleton,"Michigan, MI",49884
104027,22445 N Front View Blvd,Waverley,"Massachusetts, MA",2479
104028,3742 E Lawton Beach Blvd,Manderson,"Wyoming, WY",82432
104029,7692 East Lilac Island Way,Springfield,"Ohio, OH",45502
104030,15393 NW Meridian Hill Pass,Portal,"Georgia, GA",30450
104031,1593 South Aries Heights Loop,Englewood Cliffs,"New Jersey, NJ",7632
104032,32378 NE Lee Park Arterial,Hurley,"Wisconsin, WI",54534
104033,1067 NW Labrum Hill Alley,Little Rock,"South Carolina, SC",29567
104034,17623 SE John Island Walk,Port Clyde,"Maine, ME",4855
104035,22384 West Maryland Beach Stop,Storm Lake,"Iowa, IA",50588
104036,2844 West Wisconsin Island Trail,Sugar City,"Colorado, CO",81076
104037,15462 South Gosford Wattle Terrace Hwy,Millstone,"West Virginia, WV",25261
104038,26345 SE Bremerton Point Alley,New Deal,"Texas, TX",79350
104039,1370 S Boxwood Bay Hillclimb,Broughton,"Illinois, IL",62817
104040,3934 SW Lee Bay Alley,Cope,"Colorado, CO",80812
104041,26261 South Mississippi Hill Highway,Seaforth,"Minnesota, MN",56287
104042,20363 North Boxwood Valley Place,Del Rey,"California, CA",93616
104043,8991 S Acanthus Terrace Court,Cummings,"Kansas, KS",66016
104044,1191 E Center Heights Boulevard,Azle,"Texas, TX",76020
104045,26914 SE Bayer Park Trail,Odum,"Georgia, GA",31555
104046,2182 SE Aphelandra Park Arterial,Saint Elmo,"Illinois, IL",62458
104047,15704 W Japanese Laurel View Loop,Metz,"West Virginia, WV",26585
104048,13803 E Cygnus Beach Way,Big Horn,"Wyoming, WY",82833
104049,12576 E State Ridge Circle,Pomona,"Kansas, KS",66076
104050,9206 East Brighton Beach Loop,Loomis,"California, CA",95650
104051,21766 NE Crown Island Decline,Sharon Springs,"New York, NY",13459
104052,31654 W Monroe Terrace Decline,Castle Point,"New York, NY",12511
104053,6763 SW Ann Park Circle,Conestoga,"Pennsylvania, PA",17516
104054,3590 N Alaska Hill Hwy,Pulaski,"Pennsylvania, PA",16143
104055,19658 E Glenwood Hill Pass,Van Alstyne,"Texas, TX",75495
104056,17704 SW Ravenna Point Stop,Swansea,"Massachusetts, MA",2777
104057,4737 NE Capella Bay Arterial,Roanoke,"Texas, TX",76299
104058,3143 North Adenium Bay Sloop,Winslow,"Illinois, IL",61089
104059,12333 West Dorado Point Decline,Dryfork,"West Virginia, WV",26263
104060,10432 South Cunningham Leaf Court,Richmond,"Virginia, VA",23240
104061,13572 South Cypress Bay Trail,Shungnak,"Alaska, AK",99773
104062,14771 NE North Carolina Lake Pass,Longwood,"Florida, FL",32791
104063,30154 SE Jones Lake Loop,Perry,"Michigan, MI",48872
104064,23542 S Broadway Park Decline,Crawford,"Tennessee, TN",38554
104065,18954 SE Missouri Heights Highway,Lexington,"Kentucky, KY",40577
104066,4171 N Adiantum Park Route,Wrentham,"Massachusetts, MA",2093
104067,27866 N Liberty Valley Court,Glendale Heights,"Illinois, IL",60139
104068,34186 NW Adams Heights Hillclimb,Parsons,"Kansas, KS",67357
104069,7673 NE Gatewood Island Hillclimb,Stuttgart,"Arkansas, AR",72160
104070,12378 West Hansee Ridge Lane,Hartford,"Connecticut, CT",6134
104071,28234 NE Blackberry View Boulevard,Dayton,"Ohio, OH",45419
104072,11708 NE Illinois Beach Route,Dallas,"Texas, TX",75220
104073,22579 S Acorus Beach Decline,Oak Ridge,"New Jersey, NJ",7438
104074,17782 W Hutchinson Park Loop,Bruner,"Missouri, MO",65620
104075,28182 NW Hawaii Hill Alley,Callaway,"Minnesota, MN",56521
104076,13260 SE Calhoun Valley Drive,Scottsdale,"Arizona, AZ",85250
104077,7910 W Buttonball Tree Bay Sloop,Augusta,"Georgia, GA",30905
104078,30082 W Burr View Court,Iron Mountain,"Michigan, MI",49801
104079,17271 S Dawes Bay Walk,Clarita,"Oklahoma, OK",74535
104080,16052 S Victoria Terrace Drive,San Diego,"California, CA",92137
104081,20141 W Amherst Hill Walk,Topeka,"Kansas, KS",66608
104082,33785 East Denny Lake Loop,Manistee,"Michigan, MI",49660
104083,19190 North Ballard Lake Walk,O Kean,"Arkansas, AR",72449
104084,9147 NE Chapel Hill Drive,San Francisco,"California, CA",94152
104085,16508 W Dunlap Ridge Alley,New Carlisle,"Indiana, IN",46552
104086,21220 South Lamb's Foot Point Circle,Harveyville,"Kansas, KS",66431
104087,11790 E Capitol Point Sloop,Rock Creek,"West Virginia, WV",25174
104088,1299 W Idaho Leaf Hwy,Philadelphia,"Pennsylvania, PA",19125
104089,15453 North Pennsylvania Bay Circle,Dalton,"Minnesota, MN",56324
104090,1088 E Franklin Terrace Place,Davenport,"Iowa, IA",52805
104091,28799 West Ridge Lake Lane,Jayess,"Mississippi, MS",39641
104092,6471 E Carter View Hwy,Avenel,"New Jersey, NJ",7001
104093,20469 E Boxwood Point Sloop,Irving,"Texas, TX",75039
104094,12560 SE Adiantum Terrace Alley,Valparaiso,"Indiana, IN",46383
104095,6622 N Chapel Hill Blvd,Highgate Springs,"Vermont, VT",5460
104096,19186 East Harbor Hill Place,Norcross,"Georgia, GA",30010
104097,14905 S Fillmore Bay Arterial,West Babylon,"New York, NY",11707
104098,10531 South Henry Bay Blvd,Oklahoma City,"Oklahoma, OK",73104
104099,14129 East Thomas Heights Alley,Youngstown,"Ohio, OH",44513
104100,31478 NE Cherimoya Point Loop,Frankenmuth,"Michigan, MI",48734
104101,24506 SE Drumheller Heights Alley,Kelleys Island,"Ohio, OH",43438
104102,22953 West Church Beach Hillclimb,Westover,"Alabama, AL",35185
104103,28781 North Seward Heights Loop,High Bridge,"Wisconsin, WI",54846
104104,15999 W Gossamer Park Route,Tucson,"Arizona, AZ",85721
104105,6590 South Cheney Beach Trail,Mount Carmel,"Tennessee, TN",37645
104106,29941 South Gereera Leaf Pass,Sheep Ranch,"California, CA",95250
104107,1059 SW Maryland Terrace Lane,Melrose,"Minnesota, MN",56352
104108,27884 NE Truman Terrace Sloop,Morattico,"Virginia, VA",22523
104109,1867 E Locane Heights Avenue,Brier Hill,"New York, NY",13614
104110,10374 NW Queen View Loop,Tulsa,"Oklahoma, OK",74183
104111,1842 W Draper Park Pass,Seneca,"South Carolina, SC",29678
104112,15623 East Adams Point Boulevard,Charleston,"Illinois, IL",61920
104113,33011 North Broadview Bay Decline,Harmonsburg,"Pennsylvania, PA",16422
104114,7378 South Fillmore Terrace Trail,Dayton,"Ohio, OH",45435
104115,29554 S Draper Terrace Place,Tennille,"Georgia, GA",31089
104116,12377 South Tanglewood Ridge Stop,Millsboro,"Pennsylvania, PA",15348
104117,11181 SW Abelia Lake Circle,Mayville,"New York, NY",14757
104118,21526 South Tompkins Terrace Boulevard,Portland,"Maine, ME",4112
104119,13383 East Kane View Circle,Rocklake,"North Dakota, ND",58365
104120,14479 W Alleman Heights Court,Roosevelt,"Arizona, AZ",85545
104121,27125 S Lander Ridge Trail,Foster,"Kentucky, KY",41043
104122,10146 NW Van Buren Lake Place,Pittsburgh,"Pennsylvania, PA",15278
104123,20877 NW Mechanic Hill Hillclimb,Souderton,"Pennsylvania, PA",18964
104124,782 East Woodrow View Alley,Wrigley,"Kentucky, KY",41477
104125,8765 E Riverside Hill Drive,Ridgway,"Illinois, IL",62979
104126,7039 N Texas View Boulevard,North Liberty,"Indiana, IN",46554
104127,31327 North Achimenes Island Hillclimb,Doole,"Texas, TX",76836
104128,26033 North Olive Bay Hwy,Hoyt Lakes,"Minnesota, MN",55750
104129,22880 East Carter Leaf Walk,Thomastown,"Mississippi, MS",39171
104130,17485 S Lakewood Island Place,Crescent City,"Illinois, IL",60928
104131,14114 NE Maple Point Circle,Fisher,"West Virginia, WV",26818
104132,27619 E Georgetown Point Hillclimb,Epping,"North Dakota, ND",58843
104133,12595 North Hippocrates Lake Stop,Stacyville,"Iowa, IA",50476
104134,16659 E Alaska Lake Court,South Sutton,"New Hampshire, NH",3273
104135,9593 W Columbia Lake Walk,Rural Retreat,"Virginia, VA",24368
104136,11753 SW Alleman Island Decline,Sibley,"Louisiana, LA",71073
104137,7716 NW Colfax Hill Place,Saint Petersburg,"Florida, FL",33705
104138,12884 West Tyler Lake Drive,Benezett,"Pennsylvania, PA",15821
104139,30820 SE Pike Island Pass,Lanark Village,"Florida, FL",32323
104140,4259 SW Gould Ridge Highway,Bethel,"Pennsylvania, PA",19507
104141,25474 East Lake Union Hill Highway,Monarch,"Montana, MT",59463
104142,5659 West Mountain Thistle Park Post,Seminary,"Mississippi, MS",39479
104143,20363 W Needlewood Island Pass,Van Hornesville,"New York, NY",13475
104144,7730 East McGovern Island Hillclimb,Cedar Valley,"Utah, UT",84013
104145,8469 West Golden Trumpet Heights Trail,Fort Wayne,"Indiana, IN",46825
104146,32221 SE Adams Hill Place,Belmont,"Mississippi, MS",38827
104147,27250 SW Weeping Myall Point Alley,Layton,"New Jersey, NJ",7851
104148,12331 W Beech Hill Hillclimb,Mount Olive,"Mississippi, MS",39119
104149,19851 West Pioneer Island Boulevard,Orlando,"Florida, FL",32835
104150,24005 S Canyon Hill Loop,Cincinnati,"Ohio, OH",45211
104151,22442 SW Kalgoorlie View Loop,South Casco,"Maine, ME",4077
104152,20050 East Mountain Thistle Heights Boulevard,Rutland,"Vermont, VT",5701
104153,34492 S Harding Leaf Boulevard,Post Falls,"Idaho, ID",83854
104154,12934 East Massachusetts Point Blvd,Rew,"Pennsylvania, PA",16744
104155,10998 S Maple Lake Decline,Plant City,"Florida, FL",33564
104156,27321 NE Pavilion Terrace Stop,Litchfield,"Connecticut, CT",6759
104157,6913 NE Michigan Bay Drive,Dayton,"Ohio, OH",45440
104158,27931 SE Sheffield Hill Pass,Rochelle,"Illinois, IL",61068
104159,22241 S Interlaken Point Avenue,Lone Oak,"Texas, TX",75453
104160,18777 N Sugar Hill Avenue,New Britain,"Connecticut, CT",6052
104161,10998 NE Berkshire Valley Trail,Lewiston,"Maine, ME",4241
104162,22531 S Dorado Beach Arterial,West Point,"Virginia, VA",23181
104163,28158 S Martha Berry Valley Way,Wethersfield,"Connecticut, CT",6129
104164,2410 SE Briarwood Leaf Court,Akeley,"Minnesota, MN",56433
104165,13496 South Devonshire Hill Blvd,Lenox,"Georgia, GA",31637
104166,8537 NW Broadway Bay Stop,Cliffwood,"New Jersey, NJ",7721
104167,29996 NW WhiteFir Beach Place,Garden City,"Iowa, IA",50102
104168,25080 SW Rutherford Lake Hillclimb,Menominee,"Michigan, MI",49858
104169,7188 E PinOak Point Post,Humnoke,"Arkansas, AR",72072
104170,17696 W Colorado Heights Hwy,Webberville,"Michigan, MI",48892
104171,23766 E Wedgwood Ridge Walk,Crete,"Nebraska, NE",68333
104172,24735 SW Hoover Beach Court,Ree Heights,"South Dakota, SD",57371
104173,34575 N Agave Point Post,New Munster,"Wisconsin, WI",53152
104174,15877 S Bitter Valley Lane,Ruffin,"South Carolina, SC",29475
104175,19392 West Martha Berry Park Loop,Minneapolis,"Minnesota, MN",55407
104176,1274 South Lilac Point Arterial,Turner,"Michigan, MI",48765
104177,8661 East Cascade Terrace Blvd,Swain,"New York, NY",14884
104178,14073 East Bowerman View Avenue,Rockford,"Washington, WA",99030
104179,27533 SE Florida Bay Loop,Atlanta,"Georgia, GA",30316
104180,29125 SE Anderson Park Stop,Ulm,"Montana, MT",59485
104181,5653 NW Gatewood Leaf Boulevard,Pell City,"Alabama, AL",35125
104182,18884 W Edgewood Leaf Boulevard,Summerfield,"Louisiana, LA",71079
104183,3679 North Iowa Terrace Route,Rhinebeck,"New York, NY",12572
104184,17663 North Country Beach Boulevard,Midland Park,"New Jersey, NJ",7432
104185,14643 South Capella Valley Sloop,Birmingham,"Alabama, AL",35261
104186,22531 East Lawton Leaf Route,New Castle,"New Hampshire, NH",3854
104187,11262 NW Front Ridge Post,Nogales,"Arizona, AZ",85621
104188,20301 E Pioneer View Place,Everglades City,"Florida, FL",34139
104189,30376 N Dragon Lake Place,Stratford,"Connecticut, CT",6615
104190,24180 North Edmond Point Circle,Footville,"Wisconsin, WI",53537
104191,33380 S Araucaria Ridge Boulevard,San Diego,"California, CA",92152
104192,9642 N Gould Ridge Way,Addyston,"Ohio, OH",45001
104193,22109 S Gereera Heights Circle,Port Wing,"Wisconsin, WI",54865
104194,27124 S Morris Bay Post,Scranton,"North Carolina, NC",27875
104195,12843 W Johnson Ridge Sloop,Ochlocknee,"Georgia, GA",31773
104196,2394 W Romar Bay Circle,Kilmichael,"Mississippi, MS",39747
104197,32438 East Cherimoya View Drive,Lake Huntington,"New York, NY",12752
104198,4988 S Leto Point Post,Annapolis,"Illinois, IL",62413
104199,11118 NW Gatewood Leaf Alley,Bloomingburg,"Ohio, OH",43106
