DetailValue,DetailType,Success,source_product_title,source_JobURL
Model,RW65-DR-GRN,Succeeded,"Rain Wizard 65, Darkened Ribs, Green",https://www.walmart.com/ip/Rain-Wizard-65-Darkened-Ribs-Green/49334400
Manufacturer Part Number,RW65-DR-GRN,Succeeded,"Rain Wizard 65, Darkened Ribs, Green",https://www.walmart.com/ip/Rain-Wizard-65-Darkened-Ribs-Green/49334400
Assembled Product Dimensions (L x W x H),26.50 x 25.00 x 35.13 Inches,Succeeded,"Rain Wizard 65, Darkened Ribs, Green",https://www.walmart.com/ip/Rain-Wizard-65-Darkened-Ribs-Green/49334400
Is Made From Recycled Material,Y,Succeeded,2 in 1 Sieve,https://www.walmart.com/ip/2-in-1-Sieve/715983373
Brand,Garland,Succeeded,2 in 1 Sieve,https://www.walmart.com/ip/2-in-1-Sieve/715983373
Is Made From Recycled Material,Y,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Type,Stationary,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Material,Plastic,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Manufacturer Part Number,600012,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Color,Green,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Model,TDIB1097,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Brand,Tierra Garden,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Assembled Product Weight,18 Pounds,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Assembled Product Dimensions (L x W x H),31.50 x 31.50 x 35.00 Inches,Succeeded,Tierra Garden Graf 74 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-74-Gal-Stationary-Composter/54774242
Brand,Tierra Garden,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Material,Plastic,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Color,Black,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Manufacturer Part Number,628000,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Model,TDIB1103,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Assembled Product Weight,14 Pounds,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Assembled Product Dimensions (L x W x H),25.60 x 23.60 x 35.50 Inches,Succeeded,Tierra Garden Graf 79 Gal. Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-79-Gal-Stationary-Composter/54327309
Brand,Generic,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Color,Red Brick,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Material,Plastic,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Features,Decorative,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Model,IMP-D50-RED,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Manufacturer Part Number,IMP-D50-RED,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Assembled Product Dimensions (L x W x H),22.25 x 22.25 x 36.00 Inches,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Red Brick",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Red-Brick/47192419
Material,Metal,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Brand,Unique Bargains,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Manufacturer Part Number,WM17011000WM1029,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Assembled Product Dimensions (L x W x H),8.69 x 6.69 x 3.94 Inches,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Material,Metal,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Brand,Unique Bargains,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Manufacturer Part Number,WM17011000WM1029,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
Assembled Product Dimensions (L x W x H),8.69 x 6.69 x 3.94 Inches,Succeeded,Household Metal Round Garbage Drainer Sink Strainer   ...,https://www.walmart.com/ip/Household-Metal-Round-Garbage-Drainer-Sink-Strainer-Silver-Tone-11-2cm-Dia-4-Pcs/159786713
,,Failed to scrape data,"Impressions 50-Gallon Nantucket Rain Saver, Dark Bro  ...",https://www.walmart.com/ip/Impressions-50-Gallon-Nantucket-Rain-Saver-Dark-Brown/40572169
Brand,Southern Champion Tray,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Manufacturer Part Number,0971,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Assembled Product Weight,45.4 Pounds,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Color,Multi-Colored,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Brand,Southern Champion Tray,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Manufacturer Part Number,0971,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Assembled Product Weight,45.4 Pounds,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Color,Multi-Colored,Succeeded,Tuck-Top Bakery Boxes SCH0971,https://www.walmart.com/ip/Tuck-Top-Bakery-Boxes-SCH0971/45330991
Brand,Bosmere,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Material,Plastic,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Color,Green,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Manufacturer Part Number,K779,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Recommended Location,Outdoor,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Volume Capacity,2.4 gal,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Model,K779,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Capacity,2.4 gal,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Assembled Product Dimensions (L x W x H),16.00 x 5.50 x 10.50 Inches,Succeeded,Bosmere Slim Kitchen Compost Bin K779,https://www.walmart.com/ip/Bosmere-Slim-Kitchen-Compost-Bin-K779/25485016
Brand,Upcycle Products,Succeeded,UpCycle Products 55 Gallon Rain Barrel,https://www.walmart.com/ip/UpCycle-Products-55-Gallon-Rain-Barrel/857442265
Assembled Product Weight,18 Pounds,Succeeded,UpCycle Products 55 Gallon Rain Barrel,https://www.walmart.com/ip/UpCycle-Products-55-Gallon-Rain-Barrel/857442265
Assembled Product Dimensions (L x W x H),22.00 x 22.00 x 38.00 Inches,Succeeded,UpCycle Products 55 Gallon Rain Barrel,https://www.walmart.com/ip/UpCycle-Products-55-Gallon-Rain-Barrel/857442265
Brand,Miracle-Gro,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Material,"Polypropylene, Steel",Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Color,"Multicolor, Black",Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Manufacturer Part Number,DC2105MG,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Recommended Location,Outdoor,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Volume Capacity,27 gal,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Model,DC2105MG,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Capacity,27 gal,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Assembled Product Weight,24.3 oz,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Assembled Product Dimensions (L x W x H),37.40 x 23.60 x 32.30 Inches,Succeeded,"Miracle-Gro Dual Chamber Tumbling Composter, 105L/27  ...",https://www.walmart.com/ip/Miracle-Gro-Dual-Chamber-Tumbling-Composter-105L-27-7-Gals-Per-Chamber/49302069
Brand,Reotemp,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
manufacturer_part_number,a48pf 0-200 f,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Assembled Product Weight,1.85 Pounds,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Assembled Product Dimensions (L x W x H),50.40 x 3.30 x 3.30 Inches,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Brand,Reotemp,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
manufacturer_part_number,a48pf 0-200 f,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Assembled Product Weight,1.85 Pounds,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Assembled Product Dimensions (L x W x H),50.40 x 3.30 x 3.30 Inches,Succeeded,"REOTEMP A48PF 0-200 F Bimetal Thermom, 3 In Dial, 0   ...",https://www.walmart.com/ip/REOTEMP-A48PF-0-200-F-Bimetal-Thermom-3-In-Dial-0-to-200F/40909413
Brand,RTS Home Accent,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Color,Beige,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Material,Plastic,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Features,Flat Back,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Model,5510-000900-5481,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Manufacturer Part Number,55100009005481,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Assembled Product Weight,22 Pounds,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Assembled Product Dimensions (L x W x H),19.00 x 24.00 x 34.00 Inches,Succeeded,Oak w/brass spigot,https://www.walmart.com/ip/Oak-w-brass-spigot/21449843
Brand,Jump Start,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Model,HYF1499,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Manufacturer Part Number,JS24MP,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Assembled Product Weight,2.25 Pounds,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Color,Black,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Condition,New,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Assembled Product Dimensions (L x W x H),16.00 x 9.00 x 3.00 Inches,Succeeded,Jump Start 24-Cell Macro Plug Mini Germination Stati  ...,https://www.walmart.com/ip/Jump-Start-24-Cell-Macro-Plug-Mini-Germination-Station-with-Vented-Dome-JS24MP/50247327
Brand,Generic,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Color,Dark Granite - Dark Ribs,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Material,Plastic,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Features,Decorative,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Model,IMP-D50-DR-DAR,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Manufacturer Part Number,IMP-D50-DR-DAR,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Assembled Product Dimensions (L x W x H),22.25 x 22.25 x 36.00 Inches,Succeeded,"Impressions Downton 50-Gallon Rain Saver, Darkened R  ...",https://www.walmart.com/ip/Impressions-Downton-50-Gallon-Rain-Saver-Darkened-Ribs-Dark-Granite/47192425
Brand,Natures Footprint,Succeeded,Natures Footprint Worm Factory 360 4 Composting Bin   ...,https://www.walmart.com/ip/Natures-Footprint-Worm-Factory-360-4-Composting-Bin-Tray-w-Worms-Terracotta/26593631
Manufacturer Part Number,043433944619,Succeeded,Natures Footprint Worm Factory 360 4 Composting Bin   ...,https://www.walmart.com/ip/Natures-Footprint-Worm-Factory-360-4-Composting-Bin-Tray-w-Worms-Terracotta/26593631
Model,043433944619,Succeeded,Natures Footprint Worm Factory 360 4 Composting Bin   ...,https://www.walmart.com/ip/Natures-Footprint-Worm-Factory-360-4-Composting-Bin-Tray-w-Worms-Terracotta/26593631
Brand,Generic,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Color,Khaki,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Material,Plastic,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Features,"Spigot Included, Flat Back, Wood Grain",Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Model,RW50-DIV-KHA,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Manufacturer Part Number,RW50-DIV-KHA,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Assembled Product Dimensions (L x W x H),30.00 x 22.00 x 22.00 Inches,Succeeded,"Rain Wizard 50 Diverter Kit, Khaki",https://www.walmart.com/ip/Rain-Wizard-50-Diverter-Kit-Khaki/22853193
Brand,Generic,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Color,Terra Cotta,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Material,Plastic,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Features,Wood Grain,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Model,IMP-C50-TC,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Manufacturer Part Number,IMP-C50-TC,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Assembled Product Dimensions (L x W x H),23.00 x 23.00 x 34.00 Inches,Succeeded,"Impressions 50-Gallon Bark Rain Saver, Terra Cotta",https://www.walmart.com/ip/Impressions-50-Gallon-Bark-Rain-Saver-Terra-Cotta/40572159
Brand,Generic,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Color,Khaki,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Volume Capacity,40 gal,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Material,Plastic,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Features,"Spigot Included, Flat Back, Wood Grain",Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Model,RW40-DR-KHA,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Manufacturer Part Number,RW40-DR-KHA,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Assembled Product Dimensions (L x W x H),28.25 x 22.00 x 21.50 Inches,Succeeded,"Rain Wizard 40, Darkened Ribs, Khaki",https://www.walmart.com/ip/Rain-Wizard-40-Darkened-Ribs-Khaki/19255907
Features,42194 - sold as 5 units,Succeeded,Natural Guard Compost Maker,https://www.walmart.com/ip/Natural-Guard-Compost-Maker/187825626
Brand,Vpg Fertilome,Succeeded,Natural Guard Compost Maker,https://www.walmart.com/ip/Natural-Guard-Compost-Maker/187825626
Model,42194,Succeeded,Natural Guard Compost Maker,https://www.walmart.com/ip/Natural-Guard-Compost-Maker/187825626
Manufacturer Part Number,42194,Succeeded,Natural Guard Compost Maker,https://www.walmart.com/ip/Natural-Guard-Compost-Maker/187825626
Assembled Product Weight,3.083 Pounds,Succeeded,Natural Guard Compost Maker,https://www.walmart.com/ip/Natural-Guard-Compost-Maker/187825626
Brand,Tierra Garden,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Material,Plastic,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Color,Green,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Manufacturer Part Number,627004,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Model,TDIB1101_14346406,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Assembled Product Weight,28 Pounds,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Assembled Product Dimensions (L x W x H),31.50 x 31.50 x 37.00 Inches,Succeeded,Tierra Garden Graf Stationary Composter,https://www.walmart.com/ip/Tierra-Garden-Graf-Stationary-Composter/54589656
Occasion,Just Because,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Brand,CiboWares,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Material,Palm Leaf,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Assembled Product Weight,3.2 Pounds,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Manufacturer Part Number,LW7020379,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Assembled Product Dimensions (L x W x H),5.00 x 5.00 x 18.00 Inches,Succeeded,"CiboWares Premium 5"" Round Natural Areca Palm Leaf B  ...",https://www.walmart.com/ip/CiboWares-Premium-5-Round-Natural-Areca-Palm-Leaf-Bowl-Eco-Friendly-and-Disposable-for-Home-and-Catering-Package-of-100/126177891
Brand,Algreen,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
Color,Brownstone,Succeeded,Algreen Castilla 50 Gallon Rain Barrel,https://www.walmart.com/ip/Algreen-Castilla-50-Gallon-Rain-Barrel/23914414
